canal_1,canal_2,canal_3,canal_4,label
3.381271051031373,-12.477240266432776,-7.967656747088303,17.336795284856013,5
3.3032578481602335,-12.659274743034839,-8.986277193652759,17.539115066134002,5
3.246587990213923,-12.844684844206194,-9.96169271786893,17.739649419731435,5
3.2136295254748872,-13.02895445574545,-10.839178817147772,17.933738503073652,5
3.1568883049922785,-13.302692722329994,-12.077258052317493,18.217684640568006,5
3.0899476032791853,-13.645516180889668,-13.563388733855609,18.569023237967354,5
2.999723582886847,-13.752367309674083,-14.425702103784564,18.56244620679548,5
2.879392133962617,-13.605450180051406,-14.636475379585312,18.16818477698107,5
2.7443296739748986,-13.33598702301081,-14.529060021999264,17.572066175706734,5
2.5891786406096746,-12.860757033636268,-13.872015786190545,16.655807337038937,5
2.4087969963137055,-12.381087411783843,-13.274647483560706,15.690913599367223,5
2.203602664686098,-11.906257612381475,-12.759982078720821,14.688669599838873,5
1.9707744045859048,-11.262382353077992,-11.820978831460367,13.330663487994338,5
1.708570176513609,-10.489547257676218,-10.578987503478672,11.661336798041551,5
1.5593033493178414,-10.060684613042682,-9.808084254350462,11.291605177739026,5
1.5358561090857896,-9.998947289680029,-9.515870600843703,12.32375864385968,5
1.5694067950976174,-10.106309240264276,-9.412010792861466,10.988484572383948,5
1.7000908994685815,-10.510204991765798,-9.69384824880676,7.410426813766757,5
1.8446693859657335,-10.889501468852664,-9.77067336314599,18.018571194137053,5
1.9987368341096725,-11.229296184508817,-9.613077113265051,11.909155425338831,5
2.239703746306841,-11.801503194995766,-9.682813350572985,14.838646959623366,5
2.551503633003628,-12.541320203457206,-9.85388284447658,16.450694756044513,5
2.6658930479111946,-12.848625313782188,-9.851773235924583,17.3768898719526,5
2.5676272675006437,-12.700338597361146,-9.70464489698441,17.584851586401513,5
2.3738110779527517,-12.338467041723648,-9.45648473323762,17.496775841325825,5
2.01175917809175,-11.603301144183797,-9.045019846010945,16.83856893980325,5
1.6581412186801334,-10.915956282393847,-8.748926459813003,16.357171582151516,5
1.3218614502708963,-10.295569151332879,-8.575016908059492,16.09017865825566,5
0.851066091165093,-9.392884554968017,-8.333475774585786,15.429190979136274,5
0.281456895110747,-8.293742783871288,-8.084020108367854,14.53011110797332,5
0.025909204090985682,-7.65974765878688,-7.853867117313821,14.047333377294509,5
0.10506163599670255,-7.510788570738383,-7.626902364763959,13.96806209484197,5
0.3469837958372295,-7.590040334680505,-7.4331125872512365,14.085787150225554,5
0.8633005423199384,-8.072095430396084,-7.2767815944228715,14.562837560292285,5
1.3745005567424997,-8.479814818229963,-7.092824761525671,14.858879480497182,5
1.8681590847935132,-8.79247669879771,-6.8846631033881796,14.952313826647636,5
2.581904985165727,-9.399813757888827,-6.688800445009025,15.249385366105402,5
3.459777523270637,-10.204204866713265,-6.4928707917276425,15.63536709680799,5
3.9760222791075104,-10.68579063912993,-6.2368962187674715,15.875032789691703,5
4.1107456192860745,-10.843843199838005,-5.918055659102422,15.99179141093533,5
4.076924932529552,-10.860891334020014,-5.556048423981292,16.017785135673876,5
3.7349642045755878,-10.6048743340101,-5.133886479108866,15.898359518704568,5
3.4543395450705403,-10.482778905504752,-4.698020207808579,15.875947803762067,5
3.2523406607871643,-10.512387035088743,-4.248942506371024,15.95443303488259,5
2.823300346848652,-10.378396582810652,-3.747812377388491,15.967075023658637,5
2.2429203219835236,-10.166675471186648,-3.203171791915783,15.96447107662344,5
1.8425028552081684,-10.035937819428007,-2.7887923129988943,15.971589179545418,5
1.6143082784864031,-9.963795103235254,-2.516550902330102,15.973225376785326,5
1.4501101999270705,-9.933018982874119,-2.3096042332959437,15.992712376285168,5
1.4308451033209353,-9.97757381707343,-2.215993298907809,16.03311741058519,5
1.2812812497527375,-9.922044124942525,-2.123788109789888,16.0343972878635,5
0.9885103637183636,-9.761878644342943,-2.0278406045467845,15.997971951653254,5
0.7568134303163081,-9.611188430739967,-2.026670741841323,15.955837680877137,5
0.526311162191417,-9.431440391151334,-2.0982703936386016,15.895382581744704,5
0.28679647091917654,-9.386112991511895,-2.204672464027568,15.791301334053008,5
0.059822724080571536,-9.501882278607155,-2.35683821497549,15.642844051690275,5
-0.19184044097003866,-9.67357614105747,-2.5602916826389293,15.452216867056583,5
-0.4653525490057599,-9.949704959535822,-2.81018194798409,15.211534927293338,5
-0.7030278097263352,-10.264923670740536,-3.1572948290105782,14.94402821356127,5
-0.9067689476104335,-10.611874841662658,-3.606146158176828,14.648175675458997,5
-1.1014995908222989,-11.066627684313248,-4.130291676721718,14.304299387970838,5
-1.274545244038426,-11.616702736103669,-4.743619202231937,13.91566514284374,5
-1.3413727456218634,-11.867334382853299,-5.1243497669827285,13.567928921284821,5
-1.2931367602613433,-11.791788245451963,-5.240066752137706,13.26617575001215,5
-1.1587524238705293,-11.569655527337481,-5.254135151539929,12.97104629632058,5
-0.9118367455106519,-11.092775564631307,-5.075186180584859,12.70558630043307,5
-0.6066858467565296,-10.609471338151522,-4.885439222916956,12.412790803109552,5
-0.2415520354877821,-10.132803339626758,-4.695910935582493,12.089120296899246,5
0.23661612038820767,-9.443606378145542,-4.334138114500821,11.782918357068244,5
0.8202468245593354,-8.591507944575847,-3.8356044946900547,11.482199155746283,5
1.0985405148437668,-8.033823543315362,-3.5454686261929176,11.25902806483861,5
1.0398683479960036,-7.785002880644154,-3.4715859692413553,11.127395904509596,5
0.8353808810162262,-7.659547385216752,-3.4709296034100756,11.046079870369146,5
0.3710402528287299,-7.777272096665596,-3.631788276305383,11.038496218731296,5
-0.09747399243826149,-7.813250628366578,-3.705615806647204,11.076443838058198,5
-0.556676126037395,-7.750960957341215,-3.6773915772203267,11.159445886103672,5
-1.235162248379479,-7.8555354751668425,-3.7453343498884357,11.324207929464555,5
-2.0822381830261487,-8.059134749323507,-3.8555658921581895,11.567396266370999,5
-2.437545392180055,-8.090719649493057,-3.8008284638428282,11.702777564236722,5
-2.2677543120833827,-7.95737269405093,-3.58401626679499,11.719563848012978,5
-1.8532946231629304,-7.7425695520953575,-3.265596870603463,11.706064418926898,5
-1.0163044374245058,-7.37973098179066,-2.792781953781826,11.612780699288864,5
-0.20120784466472152,-7.09619945291184,-2.334915741546335,11.560399088077427,5
0.5704970362746865,-6.901163701839669,-1.8964306895049834,11.557406647262908,5
1.6761767741966331,-6.625497638202754,-1.3470196971073147,11.501342150964316,5
3.0258292559011926,-6.3177939385187125,-0.7209106943140524,11.418103574335483,5
3.809191038180906,-6.1665075242040714,-0.24628419233980864,11.495495423234054,5
3.996480582409447,-6.1716933413400765,0.07022946055431539,11.739245071975187,5
3.912767394564859,-6.278640949050493,0.3137247842020526,12.078299784576144,5
3.3429161973156334,-6.536891501243928,0.42354633315826407,12.56252719793883,5
2.857871521321045,-6.794258770006972,0.5677018987607738,13.057748003195803,5
2.4835913699353984,-7.047976322299096,0.7524750227805557,13.558908521081865,5
1.7480070568793535,-7.417988762913076,0.840891560911637,14.176674592896203,5
0.7677206771317329,-7.874619210328005,0.8668118570547366,14.884179966867919,5
0.14758302698396494,-8.1911701132068,0.8277411699817008,15.176446551172582,5
-0.11497802271798835,-8.360926896935936,0.7045699296980744,15.017008845206458,5
-0.2311571736752306,-8.472336162755697,0.5190123024951668,14.625856536693021,5
-0.04899321766344384,-8.465665130939945,0.26326175867614315,13.861834916067473,5
-0.04749760923150875,-8.506836068075879,-0.10062774333999142,13.045911574537243,5
-0.24871537691383894,-8.603381250090186,-0.575797473334227,12.190700483017455,5
-0.2856319981864825,-8.620808177444339,-1.1539340359223735,11.00931816380292,5
-0.26052839126930183,-8.5934017896916,-1.846985190550586,9.563043285769758,5
-0.21875749526220703,-8.579783548498048,-2.2865111326189385,8.780537954364487,5
-0.1213018256622441,-8.568130953874263,-2.439212640798104,8.712381869772434,5
-0.016167362978649888,-8.552658234242267,-2.490340882661938,8.956461062843545,5
0.09652041440867141,-8.544061322377257,-2.3370878791989975,9.763759806650253,5
0.33919087127788333,-8.471528645134459,-2.1944757890708355,10.515443750171167,5
0.7126921075631075,-8.331703597963925,-2.0764771827404473,11.180398990218766,5
1.1602081037554002,-8.166856947946416,-1.7851624778747848,12.287019932597252,5
1.7107388916051214,-7.960038001412193,-1.3637626696932819,13.709766280078428,5
2.083029951346559,-7.754582894393721,-1.0681241762587173,14.40790843787714,5
2.248759754161947,-7.556997238500244,-0.8943146026965357,14.349630585106231,5
2.364632489318366,-7.333007227111198,-0.7468614036165518,13.94661186457474,5
2.353001142666163,-7.094181626922576,-0.6875084605824573,12.92513686268,5
2.3646376570758547,-6.823779710549815,-0.513347994508519,12.026129426006786,5
2.4134661865975264,-6.517353765736565,-0.21172556024851527,11.283854415413701,5
